recipe id,ingredient id
"12378","6592"
"12385","6592"
"12388","6592"
"12398","6592"
"12411","6592"
"12414","6592"
"12415","6592"
"12417","6592"
"12422","6592"
"12427","6592"
"12428","6592"
"12438","6592"
"12444","6592"
"12445","6592"
"12450","6592"
"12451","6592"
"12454","6592"
"12456","6592"
"12473","6592"
"12474","6592"
"12475","6592"
"12483","6592"
"12484","6592"
"12490","6592"
"12493","6592"
"12496","6592"
"12503","6592"
"12507","6592"
"12513","6592"
"12521","6592"
"12522","6592"
"12526","6592"
"12534","6592"
"12537","6592"
"12544","6592"
"12550","6592"
"12558","6592"
"12562","6592"
"12566","6592"
"12571","6592"
"12580","6592"
"12582","6592"
"12583","6592"
"12585","6592"
"12590","6592"
"12592","6592"
"12597","6592"
"12601","6592"
"12609","6592"
"12613","6592"
"12617","6592"
"12619","6592"
"12622","6592"
"12627","6592"
"12632","6592"
"12637","6592"
"12638","6592"
"12643","6592"
"12644","6592"
"12667","6592"
"12676","6592"
"12687","6592"
"12689","6592"
"12691","6592"
"12693","6592"
"12699","6592"
"12700","6592"
"12706","6592"
"12712","6592"
"12713","6592"
"12715","6592"
"12717","6592"
"12718","6592"
"12730","6592"
"12731","6592"
"12739","6592"
"12756","6592"
"12760","6592"
"12761","6592"
"12768","6592"
"12773","6592"
"12790","6592"
"12793","6592"
"12807","6592"
"12811","6592"
"12815","6592"
"12819","6592"
"12827","6592"
"12829","6592"
"12830","6592"
"12840","6592"
"12848","6592"
"12855","6592"
"12857","6592"
"12863","6592"
"12885","6592"
"12889","6592"
"12900","6592"
"12915","6592"
"12916","6592"
"12918","6592"
"12921","6592"
"12924","6592"
"12930","6592"
"12943","6592"
"12947","6592"
"12948","6592"
"12956","6592"
"12961","6592"
"12972","6592"
"12975","6592"
"12976","6592"
"12978","6592"
"12979","6592"
"12986","6592"
"12992","6592"
"12997","6592"
"12999","6592"
"13022","6592"
"13027","6592"
"13048","6592"
"13051","6592"
"13059","6592"
"13065","6592"
"13067","6592"
"13069","6592"
"13073","6592"
"13088","6592"
"13090","6592"
"13091","6592"
"13093","6592"
"13100","6592"
"13107","6592"
"13119","6592"
"13125","6592"
"13128","6592"
"13145","6592"
"13148","6592"
"13156","6592"
"13159","6592"
"13164","6592"
"13167","6592"
"13169","6592"
"13174","6592"
"13177","6592"
"13199","6592"
"13202","6592"
"13207","6592"
"13208","6592"
"13212","6592"
"13221","6592"
"13236","6592"
"13238","6592"
"13241","6592"
"13243","6592"
"13250","6592"
"13252","6592"
"13255","6592"
"13259","6592"
"13271","6592"
"13274","6592"
"13276","6592"
"13277","6592"
"13279","6592"
"13280","6592"
"13281","6592"
"13282","6592"
"13291","6592"
"13294","6592"
"13301","6592"
"13305","6592"
"13328","6592"
"13341","6592"
"13343","6592"
"13348","6592"
"13350","6592"
"13357","6592"
"13358","6592"
"13359","6592"
"13365","6592"
"13374","6592"
"13376","6592"
"13382","6592"
"13384","6592"
"13398","6592"
"13400","6592"
"13404","6592"
"13406","6592"
"13412","6592"
"13420","6592"
"13426","6592"
"13446","6592"
"13453","6592"
"13454","6592"
"13461","6592"
"13469","6592"
"13483","6592"
"13486","6592"
"13489","6592"
"13495","6592"
"13496","6592"
"13500","6592"
"13504","6592"
"13505","6592"
"13524","6592"
"13526","6592"
"13528","6592"
"13529","6592"
"13530","6592"
"13531","6592"
"13539","6592"
"13548","6592"
"13555","6592"
"13559","6592"
"13561","6592"
"13562","6592"
"13565","6592"
"13571","6592"
"13573","6592"
"13576","6592"
"13579","6592"
"13585","6592"
"13586","6592"
"13592","6592"
"13598","6592"
